,Date,ASIN,Product Name,Current Inventory,Updated Current Inventory,Daily_Run_Rate,Date of OOS,Expected Date to be in Air,Days of inventory,Inventory Status,Total Upcoming Shipment,Days_To_Target,Expected_Usage,Total_Available,Required Projected Inventory,Buffer_Stock,Required_Shipment_with_buffer_stock
1747,2024-12-31,B09W2VSN54,SIVA Peppermint Oil 4 Oz,3416,14103.0,49.0,01-02-2026,12-01-2026,348,Sufficient Inventory,17092,30,1470.0,17092,-15622.0,735.0,-14887.0
1748,2025-01-01,B09W2VSN54,SIVA Peppermint Oil 4 Oz,3416,14042.0,50.0,25-01-2026,05-01-2026,341,Sufficient Inventory,17092,30,1500.0,17092,-15592.0,750.0,-14842.0
1749,2025-01-02,B09W2VSN54,SIVA Peppermint Oil 4 Oz,3416,13798.0,54.0,31-12-2025,11-12-2025,316,Sufficient Inventory,17092,30,1620.0,17092,-15472.0,810.0,-14662.0
1750,2025-01-03,B09W2VSN54,SIVA Peppermint Oil 4 Oz,3416,13554.0,58.0,09-12-2025,19-11-2025,294,Sufficient Inventory,17092,30,1740.0,17092,-15352.0,870.0,-14482.0
1751,2025-01-04,B09W2VSN54,SIVA Peppermint Oil 4 Oz,3416,13371.0,61.0,25-11-2025,05-11-2025,280,Sufficient Inventory,17092,30,1830.0,17092,-15262.0,915.0,-14347.0
1752,2025-01-05,B09W2VSN54,SIVA Peppermint Oil 4 Oz,3416,13432.0,60.0,29-11-2025,09-11-2025,284,Sufficient Inventory,17092,30,1800.0,17092,-15292.0,900.0,-14392.0
1753,2025-01-06,B09W2VSN54,SIVA Peppermint Oil 4 Oz,3416,13432.0,60.0,29-11-2025,09-11-2025,284,Sufficient Inventory,17092,30,1800.0,17092,-15292.0,900.0,-14392.0
1754,2025-01-07,B09W2VSN54,SIVA Peppermint Oil 4 Oz,3416,13371.0,61.0,25-11-2025,05-11-2025,280,Sufficient Inventory,17092,30,1830.0,17092,-15262.0,915.0,-14347.0
1755,2025-01-08,B09W2VSN54,SIVA Peppermint Oil 4 Oz,3416,13554.0,58.0,09-12-2025,19-11-2025,294,Sufficient Inventory,17092,30,1740.0,17092,-15352.0,870.0,-14482.0
1756,2025-01-09,B09W2VSN54,SIVA Peppermint Oil 4 Oz,3416,13615.0,57.0,14-12-2025,24-11-2025,299,Sufficient Inventory,17092,30,1710.0,17092,-15382.0,855.0,-14527.0
1757,2025-01-10,B09W2VSN54,SIVA Peppermint Oil 4 Oz,3416,13005.0,67.0,31-10-2025,11-10-2025,255,Sufficient Inventory,17092,30,2010.0,17092,-15082.0,1005.0,-14077.0
1758,2025-01-11,B09W2VSN54,SIVA Peppermint Oil 4 Oz,3416,12639.0,73.0,10-10-2025,20-09-2025,234,Sufficient Inventory,17092,30,2190.0,17092,-14902.0,1095.0,-13807.0
1759,2025-01-12,B09W2VSN54,SIVA Peppermint Oil 4 Oz,3416,12578.0,74.0,06-10-2025,16-09-2025,230,Sufficient Inventory,17092,30,2220.0,17092,-14872.0,1110.0,-13762.0
1760,2025-01-13,B09W2VSN54,SIVA Peppermint Oil 4 Oz,3416,12212.0,80.0,19-09-2025,30-08-2025,213,Sufficient Inventory,17092,30,2400.0,17092,-14692.0,1200.0,-13492.0
1761,2025-01-14,B09W2VSN54,SIVA Peppermint Oil 4 Oz,3416,11907.0,85.0,07-09-2025,18-08-2025,201,Sufficient Inventory,17092,30,2550.0,17092,-14542.0,1275.0,-13267.0
1762,2025-01-15,B09W2VSN54,SIVA Peppermint Oil 4 Oz,3416,11907.0,85.0,07-09-2025,18-08-2025,201,Sufficient Inventory,17092,30,2550.0,17092,-14542.0,1275.0,-13267.0
1763,2025-01-16,B09W2VSN54,SIVA Peppermint Oil 4 Oz,3416,11968.0,84.0,09-09-2025,20-08-2025,203,Sufficient Inventory,17092,30,2520.0,17092,-14572.0,1260.0,-13312.0
1764,2025-01-17,B09W2VSN54,SIVA Peppermint Oil 4 Oz,3416,12029.0,83.0,11-09-2025,22-08-2025,205,Sufficient Inventory,17092,30,2490.0,17092,-14602.0,1245.0,-13357.0
1765,2025-01-18,B09W2VSN54,SIVA Peppermint Oil 4 Oz,3416,12334.0,78.0,25-09-2025,05-09-2025,219,Sufficient Inventory,17092,30,2340.0,17092,-14752.0,1170.0,-13582.0
1766,2025-01-19,B09W2VSN54,SIVA Peppermint Oil 4 Oz,3416,12212.0,80.0,19-09-2025,30-08-2025,213,Sufficient Inventory,17092,30,2400.0,17092,-14692.0,1200.0,-13492.0
1767,2025-01-20,B09W2VSN54,SIVA Peppermint Oil 4 Oz,3416,12517.0,75.0,03-10-2025,13-09-2025,227,Sufficient Inventory,17092,30,2250.0,17092,-14842.0,1125.0,-13717.0
1768,2025-01-21,B09W2VSN54,SIVA Peppermint Oil 4 Oz,3416,12456.0,76.0,30-09-2025,10-09-2025,224,Sufficient Inventory,17092,30,2280.0,17092,-14812.0,1140.0,-13672.0
1769,2025-01-22,B09W2VSN54,SIVA Peppermint Oil 4 Oz,3416,12151.0,81.0,17-09-2025,28-08-2025,211,Sufficient Inventory,17092,30,2430.0,17092,-14662.0,1215.0,-13447.0
1770,2025-01-23,B09W2VSN54,SIVA Peppermint Oil 4 Oz,3416,11907.0,85.0,07-09-2025,18-08-2025,201,Sufficient Inventory,17092,30,2550.0,17092,-14542.0,1275.0,-13267.0
1771,2025-01-24,B09W2VSN54,SIVA Peppermint Oil 4 Oz,3416,12212.0,80.0,19-09-2025,30-08-2025,213,Sufficient Inventory,17092,30,2400.0,17092,-14692.0,1200.0,-13492.0
1772,2025-01-25,B09W2VSN54,SIVA Peppermint Oil 4 Oz,3416,12151.0,81.0,17-09-2025,28-08-2025,211,Sufficient Inventory,17092,30,2430.0,17092,-14662.0,1215.0,-13447.0
1773,2025-01-26,B09W2VSN54,SIVA Peppermint Oil 4 Oz,3416,12334.0,78.0,25-09-2025,05-09-2025,219,Sufficient Inventory,17092,30,2340.0,17092,-14752.0,1170.0,-13582.0
1774,2025-01-27,B09W2VSN54,SIVA Peppermint Oil 4 Oz,3416,12517.0,75.0,03-10-2025,13-09-2025,227,Sufficient Inventory,17092,30,2250.0,17092,-14842.0,1125.0,-13717.0
1775,2025-01-28,B09W2VSN54,SIVA Peppermint Oil 4 Oz,3416,12334.0,78.0,25-09-2025,05-09-2025,219,Sufficient Inventory,17092,30,2340.0,17092,-14752.0,1170.0,-13582.0
1776,2025-01-29,B09W2VSN54,SIVA Peppermint Oil 4 Oz,3416,12212.0,80.0,19-09-2025,30-08-2025,213,Sufficient Inventory,17092,30,2400.0,17092,-14692.0,1200.0,-13492.0
1777,2025-01-30,B09W2VSN54,SIVA Peppermint Oil 4 Oz,3416,12212.0,80.0,19-09-2025,30-08-2025,213,Sufficient Inventory,17092,30,2400.0,17092,-14692.0,1200.0,-13492.0
1778,2025-01-31,B09W2VSN54,SIVA Peppermint Oil 4 Oz,3416,12029.0,83.0,11-09-2025,22-08-2025,205,Sufficient Inventory,17092,30,2490.0,17092,-14602.0,1245.0,-13357.0
1779,2025-02-01,B09W2VSN54,SIVA Peppermint Oil 4 Oz,3416,11846.0,86.0,04-09-2025,15-08-2025,198,Sufficient Inventory,17092,30,2580.0,17092,-14512.0,1290.0,-13222.0
1780,2025-02-02,B09W2VSN54,SIVA Peppermint Oil 4 Oz,3416,11846.0,86.0,04-09-2025,15-08-2025,198,Sufficient Inventory,17092,30,2580.0,17092,-14512.0,1290.0,-13222.0
1781,2025-02-03,B09W2VSN54,SIVA Peppermint Oil 4 Oz,3416,11907.0,85.0,07-09-2025,18-08-2025,201,Sufficient Inventory,17092,30,2550.0,17092,-14542.0,1275.0,-13267.0
1782,2025-02-04,B09W2VSN54,SIVA Peppermint Oil 4 Oz,3416,12029.0,83.0,11-09-2025,22-08-2025,205,Sufficient Inventory,17092,30,2490.0,17092,-14602.0,1245.0,-13357.0
1783,2025-02-05,B09W2VSN54,SIVA Peppermint Oil 4 Oz,3416,12273.0,79.0,22-09-2025,02-09-2025,216,Sufficient Inventory,17092,30,2370.0,17092,-14722.0,1185.0,-13537.0
1784,2025-02-06,B09W2VSN54,SIVA Peppermint Oil 4 Oz,3416,12456.0,76.0,30-09-2025,10-09-2025,224,Sufficient Inventory,17092,30,2280.0,17092,-14812.0,1140.0,-13672.0
1785,2025-02-07,B09W2VSN54,SIVA Peppermint Oil 4 Oz,3416,12456.0,76.0,30-09-2025,10-09-2025,224,Sufficient Inventory,17092,30,2280.0,17092,-14812.0,1140.0,-13672.0
1786,2025-02-08,B09W2VSN54,SIVA Peppermint Oil 4 Oz,3416,11968.0,84.0,09-09-2025,20-08-2025,203,Sufficient Inventory,17092,30,2520.0,17092,-14572.0,1260.0,-13312.0
1787,2025-02-09,B09W2VSN54,SIVA Peppermint Oil 4 Oz,3416,11907.0,85.0,07-09-2025,18-08-2025,201,Sufficient Inventory,17092,30,2550.0,17092,-14542.0,1275.0,-13267.0
1788,2025-02-10,B09W2VSN54,SIVA Peppermint Oil 4 Oz,3416,11724.0,88.0,31-08-2025,11-08-2025,194,Sufficient Inventory,17092,30,2640.0,17092,-14452.0,1320.0,-13132.0
1789,2025-02-11,B09W2VSN54,SIVA Peppermint Oil 4 Oz,3416,11785.0,87.0,02-09-2025,13-08-2025,196,Sufficient Inventory,17092,30,2610.0,17092,-14482.0,1305.0,-13177.0
1790,2025-02-12,B09W2VSN54,SIVA Peppermint Oil 4 Oz,3416,12090.0,82.0,14-09-2025,25-08-2025,208,Sufficient Inventory,17092,30,2460.0,17092,-14632.0,1230.0,-13402.0
1791,2025-02-13,B09W2VSN54,SIVA Peppermint Oil 4 Oz,3416,12273.0,79.0,22-09-2025,02-09-2025,216,Sufficient Inventory,17092,30,2370.0,17092,-14722.0,1185.0,-13537.0
1792,2025-02-14,B09W2VSN54,SIVA Peppermint Oil 4 Oz,3416,12029.0,83.0,11-09-2025,22-08-2025,205,Sufficient Inventory,17092,30,2490.0,17092,-14602.0,1245.0,-13357.0
1793,2025-02-15,B09W2VSN54,SIVA Peppermint Oil 4 Oz,3416,11907.0,85.0,07-09-2025,18-08-2025,201,Sufficient Inventory,17092,30,2550.0,17092,-14542.0,1275.0,-13267.0
1794,2024-10-01,B09W28G7L3,SIVA Lemongrass Oil 4 Oz,4880,5740.0,25.0,05-12-2025,15-11-2025,290,Sufficient Inventory,7265,30,750.0,7265,-6515.0,375.0,-6140.0
1795,2024-10-02,B09W28G7L3,SIVA Lemongrass Oil 4 Oz,4880,5801.0,24.0,17-12-2025,27-11-2025,302,Sufficient Inventory,7265,30,720.0,7265,-6545.0,360.0,-6185.0
1796,2024-10-03,B09W28G7L3,SIVA Lemongrass Oil 4 Oz,4880,5679.0,26.0,24-11-2025,04-11-2025,279,Sufficient Inventory,7265,30,780.0,7265,-6485.0,390.0,-6095.0
1797,2024-10-04,B09W28G7L3,SIVA Lemongrass Oil 4 Oz,4880,5191.0,34.0,19-09-2025,30-08-2025,213,Sufficient Inventory,7265,30,1020.0,7265,-6245.0,510.0,-5735.0
1798,2024-10-05,B09W28G7L3,SIVA Lemongrass Oil 4 Oz,4880,5008.0,37.0,02-09-2025,13-08-2025,196,Sufficient Inventory,7265,30,1110.0,7265,-6155.0,555.0,-5600.0
1799,2024-10-06,B09W28G7L3,SIVA Lemongrass Oil 4 Oz,4880,5130.0,35.0,13-09-2025,24-08-2025,207,Sufficient Inventory,7265,30,1050.0,7265,-6215.0,525.0,-5690.0
1800,2024-10-07,B09W28G7L3,SIVA Lemongrass Oil 4 Oz,4880,5130.0,35.0,13-09-2025,24-08-2025,207,Sufficient Inventory,7265,30,1050.0,7265,-6215.0,525.0,-5690.0
1801,2024-10-08,B09W28G7L3,SIVA Lemongrass Oil 4 Oz,4880,4581.0,44.0,02-08-2025,13-07-2025,165,Sufficient Inventory,7265,30,1320.0,7265,-5945.0,660.0,-5285.0
1802,2024-10-09,B09W28G7L3,SIVA Lemongrass Oil 4 Oz,4880,4032.0,53.0,05-07-2025,15-06-2025,137,Sufficient Inventory,7265,30,1590.0,7265,-5675.0,795.0,-4880.0
1803,2024-10-10,B09W28G7L3,SIVA Lemongrass Oil 4 Oz,4880,4398.0,47.0,22-07-2025,02-07-2025,154,Sufficient Inventory,7265,30,1410.0,7265,-5855.0,705.0,-5150.0
1804,2024-10-11,B09W28G7L3,SIVA Lemongrass Oil 4 Oz,4880,4276.0,49.0,16-07-2025,26-06-2025,148,Sufficient Inventory,7265,30,1470.0,7265,-5795.0,735.0,-5060.0
1805,2024-10-12,B09W28G7L3,SIVA Lemongrass Oil 4 Oz,4880,4154.0,51.0,10-07-2025,20-06-2025,142,Sufficient Inventory,7265,30,1530.0,7265,-5735.0,765.0,-4970.0
1806,2024-10-13,B09W28G7L3,SIVA Lemongrass Oil 4 Oz,4880,4764.0,41.0,14-08-2025,25-07-2025,177,Sufficient Inventory,7265,30,1230.0,7265,-6035.0,615.0,-5420.0
1807,2024-10-14,B09W28G7L3,SIVA Lemongrass Oil 4 Oz,4880,5557.0,28.0,04-11-2025,15-10-2025,259,Sufficient Inventory,7265,30,840.0,7265,-6425.0,420.0,-6005.0
1808,2024-10-15,B09W28G7L3,SIVA Lemongrass Oil 4 Oz,4880,5557.0,28.0,04-11-2025,15-10-2025,259,Sufficient Inventory,7265,30,840.0,7265,-6425.0,420.0,-6005.0
1809,2024-10-16,B09W28G7L3,SIVA Lemongrass Oil 4 Oz,4880,5679.0,26.0,24-11-2025,04-11-2025,279,Sufficient Inventory,7265,30,780.0,7265,-6485.0,390.0,-6095.0
1810,2024-10-17,B09W28G7L3,SIVA Lemongrass Oil 4 Oz,4880,5740.0,25.0,05-12-2025,15-11-2025,290,Sufficient Inventory,7265,30,750.0,7265,-6515.0,375.0,-6140.0
1811,2024-10-18,B09W28G7L3,SIVA Lemongrass Oil 4 Oz,4880,5862.0,23.0,30-12-2025,10-12-2025,315,Sufficient Inventory,7265,30,690.0,7265,-6575.0,345.0,-6230.0
1812,2024-10-19,B09W28G7L3,SIVA Lemongrass Oil 4 Oz,4880,5923.0,22.0,14-01-2026,25-12-2025,330,Sufficient Inventory,7265,30,660.0,7265,-6605.0,330.0,-6275.0
1813,2024-10-20,B09W28G7L3,SIVA Lemongrass Oil 4 Oz,4880,5923.0,22.0,14-01-2026,25-12-2025,330,Sufficient Inventory,7265,30,660.0,7265,-6605.0,330.0,-6275.0
1814,2024-10-21,B09W28G7L3,SIVA Lemongrass Oil 4 Oz,4880,5435.0,30.0,18-10-2025,28-09-2025,242,Sufficient Inventory,7265,30,900.0,7265,-6365.0,450.0,-5915.0
1815,2024-10-22,B09W28G7L3,SIVA Lemongrass Oil 4 Oz,4880,5191.0,34.0,19-09-2025,30-08-2025,213,Sufficient Inventory,7265,30,1020.0,7265,-6245.0,510.0,-5735.0
1816,2024-10-23,B09W28G7L3,SIVA Lemongrass Oil 4 Oz,4880,4703.0,42.0,09-08-2025,20-07-2025,172,Sufficient Inventory,7265,30,1260.0,7265,-6005.0,630.0,-5375.0
1817,2024-10-24,B09W28G7L3,SIVA Lemongrass Oil 4 Oz,4880,4398.0,47.0,22-07-2025,02-07-2025,154,Sufficient Inventory,7265,30,1410.0,7265,-5855.0,705.0,-5150.0
1818,2024-10-25,B09W28G7L3,SIVA Lemongrass Oil 4 Oz,4880,4093.0,52.0,07-07-2025,17-06-2025,139,Sufficient Inventory,7265,30,1560.0,7265,-5705.0,780.0,-4925.0
1819,2024-10-26,B09W28G7L3,SIVA Lemongrass Oil 4 Oz,4880,3971.0,54.0,02-07-2025,12-06-2025,134,Sufficient Inventory,7265,30,1620.0,7265,-5645.0,810.0,-4835.0
1820,2024-10-27,B09W28G7L3,SIVA Lemongrass Oil 4 Oz,4880,3727.0,58.0,23-06-2025,03-06-2025,125,Sufficient Inventory,7265,30,1740.0,7265,-5525.0,870.0,-4655.0
1821,2024-10-28,B09W28G7L3,SIVA Lemongrass Oil 4 Oz,4880,3971.0,54.0,02-07-2025,12-06-2025,134,Sufficient Inventory,7265,30,1620.0,7265,-5645.0,810.0,-4835.0
1822,2024-10-29,B09W28G7L3,SIVA Lemongrass Oil 4 Oz,4880,4398.0,47.0,22-07-2025,02-07-2025,154,Sufficient Inventory,7265,30,1410.0,7265,-5855.0,705.0,-5150.0
1823,2024-10-30,B09W28G7L3,SIVA Lemongrass Oil 4 Oz,4880,4642.0,43.0,05-08-2025,16-07-2025,168,Sufficient Inventory,7265,30,1290.0,7265,-5975.0,645.0,-5330.0
1824,2024-10-31,B09W28G7L3,SIVA Lemongrass Oil 4 Oz,4880,5130.0,35.0,13-09-2025,24-08-2025,207,Sufficient Inventory,7265,30,1050.0,7265,-6215.0,525.0,-5690.0
1825,2024-11-01,B09W28G7L3,SIVA Lemongrass Oil 4 Oz,4880,5618.0,27.0,14-11-2025,25-10-2025,269,Sufficient Inventory,7265,30,810.0,7265,-6455.0,405.0,-6050.0
1826,2024-11-02,B09W28G7L3,SIVA Lemongrass Oil 4 Oz,4880,5679.0,26.0,24-11-2025,04-11-2025,279,Sufficient Inventory,7265,30,780.0,7265,-6485.0,390.0,-6095.0
1827,2024-11-03,B09W28G7L3,SIVA Lemongrass Oil 4 Oz,4880,5496.0,29.0,26-10-2025,06-10-2025,250,Sufficient Inventory,7265,30,870.0,7265,-6395.0,435.0,-5960.0
1828,2024-11-04,B09W28G7L3,SIVA Lemongrass Oil 4 Oz,4880,5557.0,28.0,04-11-2025,15-10-2025,259,Sufficient Inventory,7265,30,840.0,7265,-6425.0,420.0,-6005.0
1829,2024-11-05,B09W28G7L3,SIVA Lemongrass Oil 4 Oz,4880,5618.0,27.0,14-11-2025,25-10-2025,269,Sufficient Inventory,7265,30,810.0,7265,-6455.0,405.0,-6050.0
1830,2024-11-06,B09W28G7L3,SIVA Lemongrass Oil 4 Oz,4880,5801.0,24.0,17-12-2025,27-11-2025,302,Sufficient Inventory,7265,30,720.0,7265,-6545.0,360.0,-6185.0
1831,2024-11-07,B09W28G7L3,SIVA Lemongrass Oil 4 Oz,4880,5862.0,23.0,30-12-2025,10-12-2025,315,Sufficient Inventory,7265,30,690.0,7265,-6575.0,345.0,-6230.0
1832,2024-11-08,B09W28G7L3,SIVA Lemongrass Oil 4 Oz,4880,6045.0,20.0,16-02-2026,27-01-2026,363,Sufficient Inventory,7265,30,600.0,7265,-6665.0,300.0,-6365.0
1833,2024-11-09,B09W28G7L3,SIVA Lemongrass Oil 4 Oz,4880,5862.0,23.0,30-12-2025,10-12-2025,315,Sufficient Inventory,7265,30,690.0,7265,-6575.0,345.0,-6230.0
1834,2024-11-10,B09W28G7L3,SIVA Lemongrass Oil 4 Oz,4880,5801.0,24.0,17-12-2025,27-11-2025,302,Sufficient Inventory,7265,30,720.0,7265,-6545.0,360.0,-6185.0
1835,2024-11-11,B09W28G7L3,SIVA Lemongrass Oil 4 Oz,4880,5679.0,26.0,24-11-2025,04-11-2025,279,Sufficient Inventory,7265,30,780.0,7265,-6485.0,390.0,-6095.0
1836,2024-11-12,B09W28G7L3,SIVA Lemongrass Oil 4 Oz,4880,5740.0,25.0,05-12-2025,15-11-2025,290,Sufficient Inventory,7265,30,750.0,7265,-6515.0,375.0,-6140.0
1837,2024-11-13,B09W28G7L3,SIVA Lemongrass Oil 4 Oz,4880,5801.0,24.0,17-12-2025,27-11-2025,302,Sufficient Inventory,7265,30,720.0,7265,-6545.0,360.0,-6185.0
1838,2024-11-14,B09W28G7L3,SIVA Lemongrass Oil 4 Oz,4880,6106.0,19.0,07-03-2026,15-02-2026,382,Sufficient Inventory,7265,30,570.0,7265,-6695.0,285.0,-6410.0
1839,2024-11-15,B09W28G7L3,SIVA Lemongrass Oil 4 Oz,4880,6106.0,19.0,07-03-2026,15-02-2026,382,Sufficient Inventory,7265,30,570.0,7265,-6695.0,285.0,-6410.0
1840,2024-11-16,B09W28G7L3,SIVA Lemongrass Oil 4 Oz,4880,6106.0,19.0,07-03-2026,15-02-2026,382,Sufficient Inventory,7265,30,570.0,7265,-6695.0,285.0,-6410.0
1841,2024-11-17,B09W28G7L3,SIVA Lemongrass Oil 4 Oz,4880,6106.0,19.0,07-03-2026,15-02-2026,382,Sufficient Inventory,7265,30,570.0,7265,-6695.0,285.0,-6410.0
1842,2024-11-18,B09W28G7L3,SIVA Lemongrass Oil 4 Oz,4880,6045.0,20.0,16-02-2026,27-01-2026,363,Sufficient Inventory,7265,30,600.0,7265,-6665.0,300.0,-6365.0
1843,2024-11-19,B09W28G7L3,SIVA Lemongrass Oil 4 Oz,4880,5801.0,24.0,17-12-2025,27-11-2025,302,Sufficient Inventory,7265,30,720.0,7265,-6545.0,360.0,-6185.0
1844,2024-11-20,B09W28G7L3,SIVA Lemongrass Oil 4 Oz,4880,5740.0,25.0,05-12-2025,15-11-2025,290,Sufficient Inventory,7265,30,750.0,7265,-6515.0,375.0,-6140.0
1845,2024-11-21,B09W28G7L3,SIVA Lemongrass Oil 4 Oz,4880,5801.0,24.0,17-12-2025,27-11-2025,302,Sufficient Inventory,7265,30,720.0,7265,-6545.0,360.0,-6185.0
1846,2024-11-22,B09W28G7L3,SIVA Lemongrass Oil 4 Oz,4880,5801.0,24.0,17-12-2025,27-11-2025,302,Sufficient Inventory,7265,30,720.0,7265,-6545.0,360.0,-6185.0
1847,2024-11-23,B09W28G7L3,SIVA Lemongrass Oil 4 Oz,4880,5618.0,27.0,14-11-2025,25-10-2025,269,Sufficient Inventory,7265,30,810.0,7265,-6455.0,405.0,-6050.0
1848,2024-11-24,B09W28G7L3,SIVA Lemongrass Oil 4 Oz,4880,5374.0,31.0,10-10-2025,20-09-2025,234,Sufficient Inventory,7265,30,930.0,7265,-6335.0,465.0,-5870.0
1849,2024-11-25,B09W28G7L3,SIVA Lemongrass Oil 4 Oz,4880,5252.0,33.0,26-09-2025,06-09-2025,220,Sufficient Inventory,7265,30,990.0,7265,-6275.0,495.0,-5780.0
1850,2024-11-26,B09W28G7L3,SIVA Lemongrass Oil 4 Oz,4880,4947.0,38.0,28-08-2025,08-08-2025,191,Sufficient Inventory,7265,30,1140.0,7265,-6125.0,570.0,-5555.0
1851,2024-11-27,B09W28G7L3,SIVA Lemongrass Oil 4 Oz,4880,4825.0,40.0,18-08-2025,29-07-2025,181,Sufficient Inventory,7265,30,1200.0,7265,-6065.0,600.0,-5465.0
1852,2024-11-28,B09W28G7L3,SIVA Lemongrass Oil 4 Oz,4880,5069.0,36.0,07-09-2025,18-08-2025,201,Sufficient Inventory,7265,30,1080.0,7265,-6185.0,540.0,-5645.0
1853,2024-11-29,B09W28G7L3,SIVA Lemongrass Oil 4 Oz,4880,5252.0,33.0,26-09-2025,06-09-2025,220,Sufficient Inventory,7265,30,990.0,7265,-6275.0,495.0,-5780.0
1854,2024-11-30,B09W28G7L3,SIVA Lemongrass Oil 4 Oz,4880,5313.0,32.0,03-10-2025,13-09-2025,227,Sufficient Inventory,7265,30,960.0,7265,-6305.0,480.0,-5825.0
1855,2024-12-01,B09W28G7L3,SIVA Lemongrass Oil 4 Oz,4880,5313.0,32.0,03-10-2025,13-09-2025,227,Sufficient Inventory,7265,30,960.0,7265,-6305.0,480.0,-5825.0
1856,2024-12-02,B09W28G7L3,SIVA Lemongrass Oil 4 Oz,4880,5191.0,34.0,19-09-2025,30-08-2025,213,Sufficient Inventory,7265,30,1020.0,7265,-6245.0,510.0,-5735.0
1857,2024-12-03,B09W28G7L3,SIVA Lemongrass Oil 4 Oz,4880,5069.0,36.0,07-09-2025,18-08-2025,201,Sufficient Inventory,7265,30,1080.0,7265,-6185.0,540.0,-5645.0
1858,2024-12-04,B09W28G7L3,SIVA Lemongrass Oil 4 Oz,4880,5008.0,37.0,02-09-2025,13-08-2025,196,Sufficient Inventory,7265,30,1110.0,7265,-6155.0,555.0,-5600.0
1859,2024-12-05,B09W28G7L3,SIVA Lemongrass Oil 4 Oz,4880,4886.0,39.0,23-08-2025,03-08-2025,186,Sufficient Inventory,7265,30,1170.0,7265,-6095.0,585.0,-5510.0
1860,2024-12-06,B09W28G7L3,SIVA Lemongrass Oil 4 Oz,4880,4947.0,38.0,28-08-2025,08-08-2025,191,Sufficient Inventory,7265,30,1140.0,7265,-6125.0,570.0,-5555.0
1861,2024-12-07,B09W28G7L3,SIVA Lemongrass Oil 4 Oz,4880,5069.0,36.0,07-09-2025,18-08-2025,201,Sufficient Inventory,7265,30,1080.0,7265,-6185.0,540.0,-5645.0
1862,2024-12-08,B09W28G7L3,SIVA Lemongrass Oil 4 Oz,4880,5069.0,36.0,07-09-2025,18-08-2025,201,Sufficient Inventory,7265,30,1080.0,7265,-6185.0,540.0,-5645.0
1863,2024-12-09,B09W28G7L3,SIVA Lemongrass Oil 4 Oz,4880,5130.0,35.0,13-09-2025,24-08-2025,207,Sufficient Inventory,7265,30,1050.0,7265,-6215.0,525.0,-5690.0
1864,2024-12-10,B09W28G7L3,SIVA Lemongrass Oil 4 Oz,4880,5313.0,32.0,03-10-2025,13-09-2025,227,Sufficient Inventory,7265,30,960.0,7265,-6305.0,480.0,-5825.0
1865,2024-12-11,B09W28G7L3,SIVA Lemongrass Oil 4 Oz,4880,5252.0,33.0,26-09-2025,06-09-2025,220,Sufficient Inventory,7265,30,990.0,7265,-6275.0,495.0,-5780.0
1866,2024-12-12,B09W28G7L3,SIVA Lemongrass Oil 4 Oz,4880,5313.0,32.0,03-10-2025,13-09-2025,227,Sufficient Inventory,7265,30,960.0,7265,-6305.0,480.0,-5825.0
1867,2024-12-13,B09W28G7L3,SIVA Lemongrass Oil 4 Oz,4880,5130.0,35.0,13-09-2025,24-08-2025,207,Sufficient Inventory,7265,30,1050.0,7265,-6215.0,525.0,-5690.0
1868,2024-12-14,B09W28G7L3,SIVA Lemongrass Oil 4 Oz,4880,5008.0,37.0,02-09-2025,13-08-2025,196,Sufficient Inventory,7265,30,1110.0,7265,-6155.0,555.0,-5600.0
1869,2024-12-15,B09W28G7L3,SIVA Lemongrass Oil 4 Oz,4880,4886.0,39.0,23-08-2025,03-08-2025,186,Sufficient Inventory,7265,30,1170.0,7265,-6095.0,585.0,-5510.0
1870,2024-12-16,B09W28G7L3,SIVA Lemongrass Oil 4 Oz,4880,4703.0,42.0,09-08-2025,20-07-2025,172,Sufficient Inventory,7265,30,1260.0,7265,-6005.0,630.0,-5375.0
1871,2024-12-17,B09W28G7L3,SIVA Lemongrass Oil 4 Oz,4880,4825.0,40.0,18-08-2025,29-07-2025,181,Sufficient Inventory,7265,30,1200.0,7265,-6065.0,600.0,-5465.0
1872,2024-12-18,B09W28G7L3,SIVA Lemongrass Oil 4 Oz,4880,5008.0,37.0,02-09-2025,13-08-2025,196,Sufficient Inventory,7265,30,1110.0,7265,-6155.0,555.0,-5600.0
1873,2024-12-19,B09W28G7L3,SIVA Lemongrass Oil 4 Oz,4880,5252.0,33.0,26-09-2025,06-09-2025,220,Sufficient Inventory,7265,30,990.0,7265,-6275.0,495.0,-5780.0
1874,2024-12-20,B09W28G7L3,SIVA Lemongrass Oil 4 Oz,4880,5496.0,29.0,26-10-2025,06-10-2025,250,Sufficient Inventory,7265,30,870.0,7265,-6395.0,435.0,-5960.0
1875,2024-12-21,B09W28G7L3,SIVA Lemongrass Oil 4 Oz,4880,5801.0,24.0,17-12-2025,27-11-2025,302,Sufficient Inventory,7265,30,720.0,7265,-6545.0,360.0,-6185.0
1876,2024-12-22,B09W28G7L3,SIVA Lemongrass Oil 4 Oz,4880,5801.0,24.0,17-12-2025,27-11-2025,302,Sufficient Inventory,7265,30,720.0,7265,-6545.0,360.0,-6185.0
1877,2024-12-23,B09W28G7L3,SIVA Lemongrass Oil 4 Oz,4880,5801.0,24.0,17-12-2025,27-11-2025,302,Sufficient Inventory,7265,30,720.0,7265,-6545.0,360.0,-6185.0
