,Date,ASIN,Product Name,Current Inventory,Updated Current Inventory,Daily_Run_Rate,Date of OOS,Expected Date to be in Air,Days of inventory,Inventory Status,Total Upcoming Shipment,Days_To_Target,Expected_Usage,Total_Available,Required Projected Inventory,Buffer_Stock,Required_Shipment_with_buffer_stock
16793,2025-01-04,B07MF74H7F,SVA Tamanu Oil 32 Oz (US),25,0.0,1.0,15-03-2025,23-02-2025,25,Expected to be in air,25,30,30.0,25,5.0,15.0,20.0
16794,2025-01-05,B07MF74H7F,SVA Tamanu Oil 32 Oz (US),25,0.0,1.0,15-03-2025,23-02-2025,25,Expected to be in air,25,30,30.0,25,5.0,15.0,20.0
16795,2025-01-06,B07MF74H7F,SVA Tamanu Oil 32 Oz (US),25,0.0,1.0,15-03-2025,23-02-2025,25,Expected to be in air,25,30,30.0,25,5.0,15.0,20.0
16796,2025-01-07,B07MF74H7F,SVA Tamanu Oil 32 Oz (US),25,0.0,1.0,15-03-2025,23-02-2025,25,Expected to be in air,25,30,30.0,25,5.0,15.0,20.0
16797,2025-01-08,B07MF74H7F,SVA Tamanu Oil 32 Oz (US),25,0.0,1.0,15-03-2025,23-02-2025,25,Expected to be in air,25,30,30.0,25,5.0,15.0,20.0
16798,2025-01-09,B07MF74H7F,SVA Tamanu Oil 32 Oz (US),25,25.0,0.0,N/A (No consumption rate),N/A,N/A,No Sales Data,25,30,0.0,25,-25.0,0.0,-25.0
16799,2025-01-10,B07MF74H7F,SVA Tamanu Oil 32 Oz (US),25,25.0,0.0,N/A (No consumption rate),N/A,N/A,No Sales Data,25,30,0.0,25,-25.0,0.0,-25.0
16800,2025-01-11,B07MF74H7F,SVA Tamanu Oil 32 Oz (US),25,25.0,0.0,N/A (No consumption rate),N/A,N/A,No Sales Data,25,30,0.0,25,-25.0,0.0,-25.0
16801,2025-01-12,B07MF74H7F,SVA Tamanu Oil 32 Oz (US),25,25.0,0.0,N/A (No consumption rate),N/A,N/A,No Sales Data,25,30,0.0,25,-25.0,0.0,-25.0
16802,2025-01-13,B07MF74H7F,SVA Tamanu Oil 32 Oz (US),25,25.0,0.0,N/A (No consumption rate),N/A,N/A,No Sales Data,25,30,0.0,25,-25.0,0.0,-25.0
16803,2025-01-14,B07MF74H7F,SVA Tamanu Oil 32 Oz (US),25,25.0,0.0,N/A (No consumption rate),N/A,N/A,No Sales Data,25,30,0.0,25,-25.0,0.0,-25.0
16804,2025-01-15,B07MF74H7F,SVA Tamanu Oil 32 Oz (US),25,25.0,0.0,N/A (No consumption rate),N/A,N/A,No Sales Data,25,30,0.0,25,-25.0,0.0,-25.0
16805,2025-01-16,B07MF74H7F,SVA Tamanu Oil 32 Oz (US),25,25.0,0.0,N/A (No consumption rate),N/A,N/A,No Sales Data,25,30,0.0,25,-25.0,0.0,-25.0
16806,2025-01-17,B07MF74H7F,SVA Tamanu Oil 32 Oz (US),25,25.0,0.0,N/A (No consumption rate),N/A,N/A,No Sales Data,25,30,0.0,25,-25.0,0.0,-25.0
16807,2025-01-18,B07MF74H7F,SVA Tamanu Oil 32 Oz (US),25,25.0,0.0,N/A (No consumption rate),N/A,N/A,No Sales Data,25,30,0.0,25,-25.0,0.0,-25.0
16808,2025-01-19,B07MF74H7F,SVA Tamanu Oil 32 Oz (US),25,25.0,0.0,N/A (No consumption rate),N/A,N/A,No Sales Data,25,30,0.0,25,-25.0,0.0,-25.0
16809,2025-01-20,B07MF74H7F,SVA Tamanu Oil 32 Oz (US),25,25.0,0.0,N/A (No consumption rate),N/A,N/A,No Sales Data,25,30,0.0,25,-25.0,0.0,-25.0
16810,2025-01-21,B07MF74H7F,SVA Tamanu Oil 32 Oz (US),25,25.0,0.0,N/A (No consumption rate),N/A,N/A,No Sales Data,25,30,0.0,25,-25.0,0.0,-25.0
16811,2025-01-22,B07MF74H7F,SVA Tamanu Oil 32 Oz (US),25,25.0,0.0,N/A (No consumption rate),N/A,N/A,No Sales Data,25,30,0.0,25,-25.0,0.0,-25.0
16812,2025-01-23,B07MF74H7F,SVA Tamanu Oil 32 Oz (US),25,25.0,0.0,N/A (No consumption rate),N/A,N/A,No Sales Data,25,30,0.0,25,-25.0,0.0,-25.0
16813,2025-01-24,B07MF74H7F,SVA Tamanu Oil 32 Oz (US),25,25.0,0.0,N/A (No consumption rate),N/A,N/A,No Sales Data,25,30,0.0,25,-25.0,0.0,-25.0
16814,2025-01-25,B07MF74H7F,SVA Tamanu Oil 32 Oz (US),25,0.0,1.0,15-03-2025,23-02-2025,25,Expected to be in air,25,30,30.0,25,5.0,15.0,20.0
16815,2025-01-26,B07MF74H7F,SVA Tamanu Oil 32 Oz (US),25,0.0,1.0,15-03-2025,23-02-2025,25,Expected to be in air,25,30,30.0,25,5.0,15.0,20.0
16816,2025-01-27,B07MF74H7F,SVA Tamanu Oil 32 Oz (US),25,0.0,1.0,15-03-2025,23-02-2025,25,Expected to be in air,25,30,30.0,25,5.0,15.0,20.0
16817,2025-01-28,B07MF74H7F,SVA Tamanu Oil 32 Oz (US),25,0.0,1.0,15-03-2025,23-02-2025,25,Expected to be in air,25,30,30.0,25,5.0,15.0,20.0
16818,2025-01-29,B07MF74H7F,SVA Tamanu Oil 32 Oz (US),25,0.0,1.0,15-03-2025,23-02-2025,25,Expected to be in air,25,30,30.0,25,5.0,15.0,20.0
16819,2025-01-30,B07MF74H7F,SVA Tamanu Oil 32 Oz (US),25,25.0,0.0,N/A (No consumption rate),N/A,N/A,No Sales Data,25,30,0.0,25,-25.0,0.0,-25.0
16820,2025-01-31,B07MF74H7F,SVA Tamanu Oil 32 Oz (US),25,25.0,0.0,N/A (No consumption rate),N/A,N/A,No Sales Data,25,30,0.0,25,-25.0,0.0,-25.0
16821,2025-02-01,B07MF74H7F,SVA Tamanu Oil 32 Oz (US),25,25.0,0.0,N/A (No consumption rate),N/A,N/A,No Sales Data,25,30,0.0,25,-25.0,0.0,-25.0
16822,2025-02-02,B07MF74H7F,SVA Tamanu Oil 32 Oz (US),25,25.0,0.0,N/A (No consumption rate),N/A,N/A,No Sales Data,25,30,0.0,25,-25.0,0.0,-25.0
16823,2025-02-03,B07MF74H7F,SVA Tamanu Oil 32 Oz (US),25,25.0,0.0,N/A (No consumption rate),N/A,N/A,No Sales Data,25,30,0.0,25,-25.0,0.0,-25.0
16824,2025-02-04,B07MF74H7F,SVA Tamanu Oil 32 Oz (US),25,25.0,0.0,N/A (No consumption rate),N/A,N/A,No Sales Data,25,30,0.0,25,-25.0,0.0,-25.0
16825,2025-02-05,B07MF74H7F,SVA Tamanu Oil 32 Oz (US),25,25.0,0.0,N/A (No consumption rate),N/A,N/A,No Sales Data,25,30,0.0,25,-25.0,0.0,-25.0
16826,2025-02-06,B07MF74H7F,SVA Tamanu Oil 32 Oz (US),25,25.0,0.0,N/A (No consumption rate),N/A,N/A,No Sales Data,25,30,0.0,25,-25.0,0.0,-25.0
16827,2025-02-07,B07MF74H7F,SVA Tamanu Oil 32 Oz (US),25,25.0,0.0,N/A (No consumption rate),N/A,N/A,No Sales Data,25,30,0.0,25,-25.0,0.0,-25.0
16828,2025-02-08,B07MF74H7F,SVA Tamanu Oil 32 Oz (US),25,25.0,0.0,N/A (No consumption rate),N/A,N/A,No Sales Data,25,30,0.0,25,-25.0,0.0,-25.0
16829,2025-02-09,B07MF74H7F,SVA Tamanu Oil 32 Oz (US),25,0.0,1.0,15-03-2025,23-02-2025,25,Expected to be in air,25,30,30.0,25,5.0,15.0,20.0
16830,2025-02-10,B07MF74H7F,SVA Tamanu Oil 32 Oz (US),25,0.0,1.0,15-03-2025,23-02-2025,25,Expected to be in air,25,30,30.0,25,5.0,15.0,20.0
16831,2025-02-11,B07MF74H7F,SVA Tamanu Oil 32 Oz (US),25,0.0,1.0,15-03-2025,23-02-2025,25,Expected to be in air,25,30,30.0,25,5.0,15.0,20.0
16832,2025-02-12,B07MF74H7F,SVA Tamanu Oil 32 Oz (US),25,0.0,1.0,15-03-2025,23-02-2025,25,Expected to be in air,25,30,30.0,25,5.0,15.0,20.0
16833,2025-02-13,B07MF74H7F,SVA Tamanu Oil 32 Oz (US),25,0.0,1.0,15-03-2025,23-02-2025,25,Expected to be in air,25,30,30.0,25,5.0,15.0,20.0
16834,2025-02-14,B07MF74H7F,SVA Tamanu Oil 32 Oz (US),25,25.0,0.0,N/A (No consumption rate),N/A,N/A,No Sales Data,25,30,0.0,25,-25.0,0.0,-25.0
16835,2025-02-15,B07MF74H7F,SVA Tamanu Oil 32 Oz (US),25,25.0,0.0,N/A (No consumption rate),N/A,N/A,No Sales Data,25,30,0.0,25,-25.0,0.0,-25.0
16836,2024-10-01,B07DTMDJHP,SVA Frankincense Carterii Oil 10 ml,154,693.0,1.0,14-03-2027,22-02-2027,754,Sufficient Inventory,754,30,30.0,754,-724.0,15.0,-709.0
16837,2024-10-02,B07DTMDJHP,SVA Frankincense Carterii Oil 10 ml,154,693.0,1.0,14-03-2027,22-02-2027,754,Sufficient Inventory,754,30,30.0,754,-724.0,15.0,-709.0
16838,2024-10-03,B07DTMDJHP,SVA Frankincense Carterii Oil 10 ml,154,693.0,1.0,14-03-2027,22-02-2027,754,Sufficient Inventory,754,30,30.0,754,-724.0,15.0,-709.0
16839,2024-10-04,B07DTMDJHP,SVA Frankincense Carterii Oil 10 ml,154,693.0,1.0,14-03-2027,22-02-2027,754,Sufficient Inventory,754,30,30.0,754,-724.0,15.0,-709.0
16840,2024-10-05,B07DTMDJHP,SVA Frankincense Carterii Oil 10 ml,154,693.0,1.0,14-03-2027,22-02-2027,754,Sufficient Inventory,754,30,30.0,754,-724.0,15.0,-709.0
16841,2024-10-06,B07DTMDJHP,SVA Frankincense Carterii Oil 10 ml,154,693.0,1.0,14-03-2027,22-02-2027,754,Sufficient Inventory,754,30,30.0,754,-724.0,15.0,-709.0
16842,2024-10-07,B07DTMDJHP,SVA Frankincense Carterii Oil 10 ml,154,693.0,1.0,14-03-2027,22-02-2027,754,Sufficient Inventory,754,30,30.0,754,-724.0,15.0,-709.0
16843,2024-10-08,B07DTMDJHP,SVA Frankincense Carterii Oil 10 ml,154,693.0,1.0,14-03-2027,22-02-2027,754,Sufficient Inventory,754,30,30.0,754,-724.0,15.0,-709.0
16844,2024-10-09,B07DTMDJHP,SVA Frankincense Carterii Oil 10 ml,154,693.0,1.0,14-03-2027,22-02-2027,754,Sufficient Inventory,754,30,30.0,754,-724.0,15.0,-709.0
16845,2024-10-10,B07DTMDJHP,SVA Frankincense Carterii Oil 10 ml,154,693.0,1.0,14-03-2027,22-02-2027,754,Sufficient Inventory,754,30,30.0,754,-724.0,15.0,-709.0
16846,2024-10-11,B07DTMDJHP,SVA Frankincense Carterii Oil 10 ml,154,693.0,1.0,14-03-2027,22-02-2027,754,Sufficient Inventory,754,30,30.0,754,-724.0,15.0,-709.0
16847,2024-10-12,B07DTMDJHP,SVA Frankincense Carterii Oil 10 ml,154,693.0,1.0,14-03-2027,22-02-2027,754,Sufficient Inventory,754,30,30.0,754,-724.0,15.0,-709.0
16848,2024-10-13,B07DTMDJHP,SVA Frankincense Carterii Oil 10 ml,154,693.0,1.0,14-03-2027,22-02-2027,754,Sufficient Inventory,754,30,30.0,754,-724.0,15.0,-709.0
16849,2024-10-14,B07DTMDJHP,SVA Frankincense Carterii Oil 10 ml,154,693.0,1.0,14-03-2027,22-02-2027,754,Sufficient Inventory,754,30,30.0,754,-724.0,15.0,-709.0
16850,2024-10-15,B07DTMDJHP,SVA Frankincense Carterii Oil 10 ml,154,693.0,1.0,14-03-2027,22-02-2027,754,Sufficient Inventory,754,30,30.0,754,-724.0,15.0,-709.0
16851,2024-10-16,B07DTMDJHP,SVA Frankincense Carterii Oil 10 ml,154,693.0,1.0,14-03-2027,22-02-2027,754,Sufficient Inventory,754,30,30.0,754,-724.0,15.0,-709.0
16852,2024-10-17,B07DTMDJHP,SVA Frankincense Carterii Oil 10 ml,154,693.0,1.0,14-03-2027,22-02-2027,754,Sufficient Inventory,754,30,30.0,754,-724.0,15.0,-709.0
16853,2024-10-18,B07DTMDJHP,SVA Frankincense Carterii Oil 10 ml,154,304.0,0.0,N/A (No consumption rate),N/A,N/A,No Sales Data,754,30,0.0,754,-754.0,0.0,-754.0
16854,2024-10-19,B07DTMDJHP,SVA Frankincense Carterii Oil 10 ml,154,632.0,2.0,02-03-2026,10-02-2026,377,Sufficient Inventory,754,30,60.0,754,-694.0,30.0,-664.0
16855,2024-10-20,B07DTMDJHP,SVA Frankincense Carterii Oil 10 ml,154,571.0,3.0,27-10-2025,07-10-2025,251,Sufficient Inventory,754,30,90.0,754,-664.0,45.0,-619.0
16856,2024-10-21,B07DTMDJHP,SVA Frankincense Carterii Oil 10 ml,154,632.0,2.0,02-03-2026,10-02-2026,377,Sufficient Inventory,754,30,60.0,754,-694.0,30.0,-664.0
16857,2024-10-22,B07DTMDJHP,SVA Frankincense Carterii Oil 10 ml,154,632.0,2.0,02-03-2026,10-02-2026,377,Sufficient Inventory,754,30,60.0,754,-694.0,30.0,-664.0
16858,2024-10-23,B07DTMDJHP,SVA Frankincense Carterii Oil 10 ml,154,632.0,2.0,02-03-2026,10-02-2026,377,Sufficient Inventory,754,30,60.0,754,-694.0,30.0,-664.0
16859,2024-10-24,B07DTMDJHP,SVA Frankincense Carterii Oil 10 ml,154,632.0,2.0,02-03-2026,10-02-2026,377,Sufficient Inventory,754,30,60.0,754,-694.0,30.0,-664.0
16860,2024-10-25,B07DTMDJHP,SVA Frankincense Carterii Oil 10 ml,154,693.0,1.0,14-03-2027,22-02-2027,754,Sufficient Inventory,754,30,30.0,754,-724.0,15.0,-709.0
16861,2024-10-26,B07DTMDJHP,SVA Frankincense Carterii Oil 10 ml,154,693.0,1.0,14-03-2027,22-02-2027,754,Sufficient Inventory,754,30,30.0,754,-724.0,15.0,-709.0
16862,2024-10-27,B07DTMDJHP,SVA Frankincense Carterii Oil 10 ml,154,693.0,1.0,14-03-2027,22-02-2027,754,Sufficient Inventory,754,30,30.0,754,-724.0,15.0,-709.0
16863,2024-10-28,B07DTMDJHP,SVA Frankincense Carterii Oil 10 ml,154,693.0,1.0,14-03-2027,22-02-2027,754,Sufficient Inventory,754,30,30.0,754,-724.0,15.0,-709.0
16864,2024-10-29,B07DTMDJHP,SVA Frankincense Carterii Oil 10 ml,154,693.0,1.0,14-03-2027,22-02-2027,754,Sufficient Inventory,754,30,30.0,754,-724.0,15.0,-709.0
16865,2024-10-30,B07DTMDJHP,SVA Frankincense Carterii Oil 10 ml,154,693.0,1.0,14-03-2027,22-02-2027,754,Sufficient Inventory,754,30,30.0,754,-724.0,15.0,-709.0
16866,2024-10-31,B07DTMDJHP,SVA Frankincense Carterii Oil 10 ml,154,693.0,1.0,14-03-2027,22-02-2027,754,Sufficient Inventory,754,30,30.0,754,-724.0,15.0,-709.0
16867,2024-11-01,B07DTMDJHP,SVA Frankincense Carterii Oil 10 ml,154,693.0,1.0,14-03-2027,22-02-2027,754,Sufficient Inventory,754,30,30.0,754,-724.0,15.0,-709.0
16868,2024-11-02,B07DTMDJHP,SVA Frankincense Carterii Oil 10 ml,154,693.0,1.0,14-03-2027,22-02-2027,754,Sufficient Inventory,754,30,30.0,754,-724.0,15.0,-709.0
16869,2024-11-03,B07DTMDJHP,SVA Frankincense Carterii Oil 10 ml,154,304.0,0.0,N/A (No consumption rate),N/A,N/A,No Sales Data,754,30,0.0,754,-754.0,0.0,-754.0
16870,2024-11-04,B07DTMDJHP,SVA Frankincense Carterii Oil 10 ml,154,304.0,0.0,N/A (No consumption rate),N/A,N/A,No Sales Data,754,30,0.0,754,-754.0,0.0,-754.0
16871,2024-11-05,B07DTMDJHP,SVA Frankincense Carterii Oil 10 ml,154,304.0,0.0,N/A (No consumption rate),N/A,N/A,No Sales Data,754,30,0.0,754,-754.0,0.0,-754.0
16872,2024-11-06,B07DTMDJHP,SVA Frankincense Carterii Oil 10 ml,154,304.0,0.0,N/A (No consumption rate),N/A,N/A,No Sales Data,754,30,0.0,754,-754.0,0.0,-754.0
16873,2024-11-07,B07DTMDJHP,SVA Frankincense Carterii Oil 10 ml,154,304.0,0.0,N/A (No consumption rate),N/A,N/A,No Sales Data,754,30,0.0,754,-754.0,0.0,-754.0
16874,2024-11-08,B07DTMDJHP,SVA Frankincense Carterii Oil 10 ml,154,304.0,0.0,N/A (No consumption rate),N/A,N/A,No Sales Data,754,30,0.0,754,-754.0,0.0,-754.0
16875,2024-11-09,B07DTMDJHP,SVA Frankincense Carterii Oil 10 ml,154,304.0,0.0,N/A (No consumption rate),N/A,N/A,No Sales Data,754,30,0.0,754,-754.0,0.0,-754.0
16876,2024-11-10,B07DTMDJHP,SVA Frankincense Carterii Oil 10 ml,154,304.0,0.0,N/A (No consumption rate),N/A,N/A,No Sales Data,754,30,0.0,754,-754.0,0.0,-754.0
16877,2024-11-11,B07DTMDJHP,SVA Frankincense Carterii Oil 10 ml,154,304.0,0.0,N/A (No consumption rate),N/A,N/A,No Sales Data,754,30,0.0,754,-754.0,0.0,-754.0
16878,2024-11-12,B07DTMDJHP,SVA Frankincense Carterii Oil 10 ml,154,304.0,0.0,N/A (No consumption rate),N/A,N/A,No Sales Data,754,30,0.0,754,-754.0,0.0,-754.0
16879,2024-11-13,B07DTMDJHP,SVA Frankincense Carterii Oil 10 ml,154,304.0,0.0,N/A (No consumption rate),N/A,N/A,No Sales Data,754,30,0.0,754,-754.0,0.0,-754.0
16880,2024-11-14,B07DTMDJHP,SVA Frankincense Carterii Oil 10 ml,154,304.0,0.0,N/A (No consumption rate),N/A,N/A,No Sales Data,754,30,0.0,754,-754.0,0.0,-754.0
16881,2024-11-15,B07DTMDJHP,SVA Frankincense Carterii Oil 10 ml,154,304.0,0.0,N/A (No consumption rate),N/A,N/A,No Sales Data,754,30,0.0,754,-754.0,0.0,-754.0
16882,2024-11-16,B07DTMDJHP,SVA Frankincense Carterii Oil 10 ml,154,304.0,0.0,N/A (No consumption rate),N/A,N/A,No Sales Data,754,30,0.0,754,-754.0,0.0,-754.0
16883,2024-11-17,B07DTMDJHP,SVA Frankincense Carterii Oil 10 ml,154,693.0,1.0,14-03-2027,22-02-2027,754,Sufficient Inventory,754,30,30.0,754,-724.0,15.0,-709.0
16884,2024-11-18,B07DTMDJHP,SVA Frankincense Carterii Oil 10 ml,154,693.0,1.0,14-03-2027,22-02-2027,754,Sufficient Inventory,754,30,30.0,754,-724.0,15.0,-709.0
16885,2024-11-19,B07DTMDJHP,SVA Frankincense Carterii Oil 10 ml,154,693.0,1.0,14-03-2027,22-02-2027,754,Sufficient Inventory,754,30,30.0,754,-724.0,15.0,-709.0
16886,2024-11-20,B07DTMDJHP,SVA Frankincense Carterii Oil 10 ml,154,693.0,1.0,14-03-2027,22-02-2027,754,Sufficient Inventory,754,30,30.0,754,-724.0,15.0,-709.0
16887,2024-11-21,B07DTMDJHP,SVA Frankincense Carterii Oil 10 ml,154,693.0,1.0,14-03-2027,22-02-2027,754,Sufficient Inventory,754,30,30.0,754,-724.0,15.0,-709.0
16888,2024-11-22,B07DTMDJHP,SVA Frankincense Carterii Oil 10 ml,154,693.0,1.0,14-03-2027,22-02-2027,754,Sufficient Inventory,754,30,30.0,754,-724.0,15.0,-709.0
16889,2024-11-23,B07DTMDJHP,SVA Frankincense Carterii Oil 10 ml,154,693.0,1.0,14-03-2027,22-02-2027,754,Sufficient Inventory,754,30,30.0,754,-724.0,15.0,-709.0
16890,2024-11-24,B07DTMDJHP,SVA Frankincense Carterii Oil 10 ml,154,304.0,0.0,N/A (No consumption rate),N/A,N/A,No Sales Data,754,30,0.0,754,-754.0,0.0,-754.0
16891,2024-11-25,B07DTMDJHP,SVA Frankincense Carterii Oil 10 ml,154,304.0,0.0,N/A (No consumption rate),N/A,N/A,No Sales Data,754,30,0.0,754,-754.0,0.0,-754.0
16892,2024-11-26,B07DTMDJHP,SVA Frankincense Carterii Oil 10 ml,154,304.0,0.0,N/A (No consumption rate),N/A,N/A,No Sales Data,754,30,0.0,754,-754.0,0.0,-754.0
16893,2024-11-27,B07DTMDJHP,SVA Frankincense Carterii Oil 10 ml,154,304.0,0.0,N/A (No consumption rate),N/A,N/A,No Sales Data,754,30,0.0,754,-754.0,0.0,-754.0
16894,2024-11-28,B07DTMDJHP,SVA Frankincense Carterii Oil 10 ml,154,304.0,0.0,N/A (No consumption rate),N/A,N/A,No Sales Data,754,30,0.0,754,-754.0,0.0,-754.0
16895,2024-11-29,B07DTMDJHP,SVA Frankincense Carterii Oil 10 ml,154,304.0,0.0,N/A (No consumption rate),N/A,N/A,No Sales Data,754,30,0.0,754,-754.0,0.0,-754.0
16896,2024-11-30,B07DTMDJHP,SVA Frankincense Carterii Oil 10 ml,154,304.0,0.0,N/A (No consumption rate),N/A,N/A,No Sales Data,754,30,0.0,754,-754.0,0.0,-754.0
16897,2024-12-01,B07DTMDJHP,SVA Frankincense Carterii Oil 10 ml,154,304.0,0.0,N/A (No consumption rate),N/A,N/A,No Sales Data,754,30,0.0,754,-754.0,0.0,-754.0
16898,2024-12-02,B07DTMDJHP,SVA Frankincense Carterii Oil 10 ml,154,693.0,1.0,14-03-2027,22-02-2027,754,Sufficient Inventory,754,30,30.0,754,-724.0,15.0,-709.0
16899,2024-12-03,B07DTMDJHP,SVA Frankincense Carterii Oil 10 ml,154,693.0,1.0,14-03-2027,22-02-2027,754,Sufficient Inventory,754,30,30.0,754,-724.0,15.0,-709.0
16900,2024-12-04,B07DTMDJHP,SVA Frankincense Carterii Oil 10 ml,154,693.0,1.0,14-03-2027,22-02-2027,754,Sufficient Inventory,754,30,30.0,754,-724.0,15.0,-709.0
16901,2024-12-05,B07DTMDJHP,SVA Frankincense Carterii Oil 10 ml,154,693.0,1.0,14-03-2027,22-02-2027,754,Sufficient Inventory,754,30,30.0,754,-724.0,15.0,-709.0
16902,2024-12-06,B07DTMDJHP,SVA Frankincense Carterii Oil 10 ml,154,693.0,1.0,14-03-2027,22-02-2027,754,Sufficient Inventory,754,30,30.0,754,-724.0,15.0,-709.0
16903,2024-12-07,B07DTMDJHP,SVA Frankincense Carterii Oil 10 ml,154,304.0,0.0,N/A (No consumption rate),N/A,N/A,No Sales Data,754,30,0.0,754,-754.0,0.0,-754.0
16904,2024-12-08,B07DTMDJHP,SVA Frankincense Carterii Oil 10 ml,154,304.0,0.0,N/A (No consumption rate),N/A,N/A,No Sales Data,754,30,0.0,754,-754.0,0.0,-754.0
16905,2024-12-09,B07DTMDJHP,SVA Frankincense Carterii Oil 10 ml,154,304.0,0.0,N/A (No consumption rate),N/A,N/A,No Sales Data,754,30,0.0,754,-754.0,0.0,-754.0
16906,2024-12-10,B07DTMDJHP,SVA Frankincense Carterii Oil 10 ml,154,304.0,0.0,N/A (No consumption rate),N/A,N/A,No Sales Data,754,30,0.0,754,-754.0,0.0,-754.0
16907,2024-12-11,B07DTMDJHP,SVA Frankincense Carterii Oil 10 ml,154,304.0,0.0,N/A (No consumption rate),N/A,N/A,No Sales Data,754,30,0.0,754,-754.0,0.0,-754.0
16908,2024-12-12,B07DTMDJHP,SVA Frankincense Carterii Oil 10 ml,154,693.0,1.0,14-03-2027,22-02-2027,754,Sufficient Inventory,754,30,30.0,754,-724.0,15.0,-709.0
16909,2024-12-13,B07DTMDJHP,SVA Frankincense Carterii Oil 10 ml,154,632.0,2.0,02-03-2026,10-02-2026,377,Sufficient Inventory,754,30,60.0,754,-694.0,30.0,-664.0
16910,2024-12-14,B07DTMDJHP,SVA Frankincense Carterii Oil 10 ml,154,632.0,2.0,02-03-2026,10-02-2026,377,Sufficient Inventory,754,30,60.0,754,-694.0,30.0,-664.0
16911,2024-12-15,B07DTMDJHP,SVA Frankincense Carterii Oil 10 ml,154,632.0,2.0,02-03-2026,10-02-2026,377,Sufficient Inventory,754,30,60.0,754,-694.0,30.0,-664.0
16912,2024-12-16,B07DTMDJHP,SVA Frankincense Carterii Oil 10 ml,154,632.0,2.0,02-03-2026,10-02-2026,377,Sufficient Inventory,754,30,60.0,754,-694.0,30.0,-664.0
16913,2024-12-17,B07DTMDJHP,SVA Frankincense Carterii Oil 10 ml,154,632.0,2.0,02-03-2026,10-02-2026,377,Sufficient Inventory,754,30,60.0,754,-694.0,30.0,-664.0
16914,2024-12-18,B07DTMDJHP,SVA Frankincense Carterii Oil 10 ml,154,693.0,1.0,14-03-2027,22-02-2027,754,Sufficient Inventory,754,30,30.0,754,-724.0,15.0,-709.0
16915,2024-12-19,B07DTMDJHP,SVA Frankincense Carterii Oil 10 ml,154,632.0,2.0,02-03-2026,10-02-2026,377,Sufficient Inventory,754,30,60.0,754,-694.0,30.0,-664.0
16916,2024-12-20,B07DTMDJHP,SVA Frankincense Carterii Oil 10 ml,154,632.0,2.0,02-03-2026,10-02-2026,377,Sufficient Inventory,754,30,60.0,754,-694.0,30.0,-664.0
16917,2024-12-21,B07DTMDJHP,SVA Frankincense Carterii Oil 10 ml,154,632.0,2.0,02-03-2026,10-02-2026,377,Sufficient Inventory,754,30,60.0,754,-694.0,30.0,-664.0
16918,2024-12-22,B07DTMDJHP,SVA Frankincense Carterii Oil 10 ml,154,632.0,2.0,02-03-2026,10-02-2026,377,Sufficient Inventory,754,30,60.0,754,-694.0,30.0,-664.0
16919,2024-12-23,B07DTMDJHP,SVA Frankincense Carterii Oil 10 ml,154,632.0,2.0,02-03-2026,10-02-2026,377,Sufficient Inventory,754,30,60.0,754,-694.0,30.0,-664.0
16920,2024-12-24,B07DTMDJHP,SVA Frankincense Carterii Oil 10 ml,154,632.0,2.0,02-03-2026,10-02-2026,377,Sufficient Inventory,754,30,60.0,754,-694.0,30.0,-664.0
16921,2024-12-25,B07DTMDJHP,SVA Frankincense Carterii Oil 10 ml,154,632.0,2.0,02-03-2026,10-02-2026,377,Sufficient Inventory,754,30,60.0,754,-694.0,30.0,-664.0
16922,2024-12-26,B07DTMDJHP,SVA Frankincense Carterii Oil 10 ml,154,693.0,1.0,14-03-2027,22-02-2027,754,Sufficient Inventory,754,30,30.0,754,-724.0,15.0,-709.0
16923,2024-12-27,B07DTMDJHP,SVA Frankincense Carterii Oil 10 ml,154,304.0,0.0,N/A (No consumption rate),N/A,N/A,No Sales Data,754,30,0.0,754,-754.0,0.0,-754.0
16924,2024-12-28,B07DTMDJHP,SVA Frankincense Carterii Oil 10 ml,154,449.0,5.0,18-07-2025,28-06-2025,150,Sufficient Inventory,754,30,150.0,754,-604.0,75.0,-529.0
16925,2024-12-29,B07DTMDJHP,SVA Frankincense Carterii Oil 10 ml,154,449.0,5.0,18-07-2025,28-06-2025,150,Sufficient Inventory,754,30,150.0,754,-604.0,75.0,-529.0
16926,2024-12-30,B07DTMDJHP,SVA Frankincense Carterii Oil 10 ml,154,571.0,3.0,27-10-2025,07-10-2025,251,Sufficient Inventory,754,30,90.0,754,-664.0,45.0,-619.0
16927,2024-12-31,B07DTMDJHP,SVA Frankincense Carterii Oil 10 ml,154,571.0,3.0,27-10-2025,07-10-2025,251,Sufficient Inventory,754,30,90.0,754,-664.0,45.0,-619.0
16928,2025-01-01,B07DTMDJHP,SVA Frankincense Carterii Oil 10 ml,154,571.0,3.0,27-10-2025,07-10-2025,251,Sufficient Inventory,754,30,90.0,754,-664.0,45.0,-619.0
16929,2025-01-02,B07DTMDJHP,SVA Frankincense Carterii Oil 10 ml,154,632.0,2.0,02-03-2026,10-02-2026,377,Sufficient Inventory,754,30,60.0,754,-694.0,30.0,-664.0
16930,2025-01-03,B07DTMDJHP,SVA Frankincense Carterii Oil 10 ml,154,632.0,2.0,02-03-2026,10-02-2026,377,Sufficient Inventory,754,30,60.0,754,-694.0,30.0,-664.0
